index,Condo Name,Address,GPR,simp_gpr
591,FULCRUM,"FULCRUM, Singapore",1.4,1.4
592,G RESIDENCES,"G RESIDENCES, Singapore",1.4,1.4
593,GAIA,"GAIA, Singapore",2.8,2.8
594,GALAXY TOWERS,"GALAXY TOWERS, Singapore",1.4,1.4
595,GALLERY 8,"GALLERY 8, Singapore",1.4,1.4
596,GALLERY FIFTEEN,"GALLERY FIFTEEN, Singapore",1.4,1.4
597,GALLOP COURT,"GALLOP COURT, Singapore",1.4,1.4
598,GALLOP GABLES,"GALLOP GABLES, Singapore",1.4,1.4
601,GAMBIR RIDGE,"GAMBIR RIDGE, Singapore",1.4,1.4
602,GARDEN APARTMENT,"GARDEN APARTMENT, Singapore",2.8,2.8
603,GARDEN PARK RESIDENCES,"GARDEN PARK RESIDENCES, Singapore",1.4,1.4
604,GARDENVILLE,"GARDENVILLE, Singapore",1.6,1.6
606,GEM RESIDENCES,"GEM RESIDENCES, Singapore",2.8,2.8
613,GILSTEAD 38,"GILSTEAD 38, Singapore",2.8,2.8
614,GILSTEAD COURT,"GILSTEAD COURT, Singapore",2.8,2.8
615,GILSTEAD MANSION,"GILSTEAD MANSION, Singapore",1.4,1.4
616,GILSTEAD TWO,"GILSTEAD TWO, Singapore",1.6,1.6
617,GISBORNE LIGHT,"GISBORNE LIGHT, Singapore",2.8,2.8
618,GLAMOUR VILLE,"GLAMOUR VILLE, Singapore",1.6,1.6
622,GLOBAL VILLE,"GLOBAL VILLE, Singapore",1.4,1.4
623,GLORIA MANSION,"GLORIA MANSION, Singapore",2.8,2.8
624,GLOUCESTER MANSIONS,"GLOUCESTER MANSIONS, Singapore",1.4,1.4
628,GOLDEN HEIGHTS,"GOLDEN HEIGHTS, Singapore",1.4,1.4
629,GOLDENHILL PARK CONDOMINIUM,"GOLDENHILL PARK CONDOMINIUM, Singapore",1.4,1.4
632,GOODWILL COURT,"GOODWILL COURT, Singapore",2.1,2.1
633,GOODWOOD GARDENS,"GOODWOOD GARDENS, Singapore",1.62,1.6
634,GOODWOOD GRAND,"GOODWOOD GRAND, Singapore",1.4,1.4
636,GRACE APARTMENTS,"GRACE APARTMENTS, Singapore",1.4,1.4
637,GRACIOUS MANSIONS,"GRACIOUS MANSIONS, Singapore",2.1,2.1
638,GRAMERCY PARK,"GRAMERCY PARK, Singapore",1.4,1.4
639,GRAND CHATEAU,"GRAND CHATEAU, Singapore",3.4,3
640,GRAND REGALIA,"GRAND REGALIA, Singapore",2.07,2.1
641,GRAND REGENCY,"GRAND REGENCY, Singapore",2.1,2.1
643,GRANDE VISTA,"GRANDE VISTA, Singapore",1.4,1.4
644,GRANDEUR 8,"GRANDEUR 8, Singapore",3,3
645,GRANDEUR PARK RESIDENCES,"GRANDEUR PARK RESIDENCES, Singapore",2.8,2.8
646,GRANGE 1866,"GRANGE 1866, Singapore",2.1,2.1
647,GRANGE HEIGHTS,"GRANGE HEIGHTS, Singapore",3,3
648,GRANGE INFINITE,"GRANGE INFINITE, Singapore",2.8,2.8
649,GRANGE RESIDENCES,"GRANGE RESIDENCES, Singapore",1.4,1.4
650,GRAY LANE,"GRAY LANE, Singapore",2.1,2.1
651,GRAY MANSIONS,"GRAY MANSIONS, Singapore",2.8,2.8
653,GREEN PARK,"GREEN PARK, Singapore",1.4,1.4
655,GROSVENOR VIEW,"GROSVENOR VIEW, Singapore",1.4,1.4
657,GUILIN MANSIONS,"GUILIN MANSIONS, Singapore",1.4,1.4
658,GUILIN VIEW,"GUILIN VIEW, Singapore",1.4,1.4
659,GUILLEMARD APARTMENTS,"GUILLEMARD APARTMENTS, Singapore",2.1,2.1
660,GUILLEMARD EDGE,"GUILLEMARD EDGE, Singapore",1.4,1.4
661,GUILLEMARD SUITES,"GUILLEMARD SUITES, Singapore",2.8,2.8
663,H2O RESIDENCES,"H2O RESIDENCES, Singapore",1.4,1.4
664,HAIG 162,"HAIG 162, Singapore",1.4,1.4
670,HAIG TEN,"HAIG TEN, Singapore",1.4,1.4
671,HALLMARK RESIDENCES,"HALLMARK RESIDENCES, Singapore",1.4,1.4
674,HARBOUR SUITES,"HARBOUR SUITES, Singapore",1.4,1.4
675,HARBOUR VIEW GARDENS,"HARBOUR VIEW GARDENS, Singapore",3.5,3
677,HARBOURLIGHTS,"HARBOURLIGHTS, Singapore",2.8,2.8
679,HAWAII TOWER,"HAWAII TOWER, Singapore",1.4,1.4
680,HEDGES PARK CONDOMINIUM,"HEDGES PARK CONDOMINIUM, Singapore",3,3
682,HERITAGE APARTMENTS,"HERITAGE APARTMENTS, Singapore",1.4,1.4
685,HERITAGE VIEW,"HERITAGE VIEW, Singapore",1.4,1.4
687,HERTFORD COLLECTION,"HERTFORD COLLECTION, Singapore",2.8,2.8
690,HIGH PARK RESIDENCES,"HIGH PARK RESIDENCES, Singapore",1.6,1.6
691,HIGH POINT,"HIGH POINT, Singapore",1.4,1.4
692,HIGHGATE,"HIGHGATE, Singapore",1.4,1.4
693,HIGHLAND CENTRE,"HIGHLAND CENTRE, Singapore",2.8,2.8
695,HIGHLINE RESIDENCES,"HIGHLINE RESIDENCES, Singapore",2.8,2.8
698,HILLBROOKS,"HILLBROOKS, Singapore",1.4,1.4
699,HILLCREST ARCADIA,"HILLCREST ARCADIA, Singapore",1.4,1.4
701,HILLS TWOONE,"HILLS TWOONE, Singapore",1.4,1.4
702,HILLSIDE MANSIONS,"HILLSIDE MANSIONS, Singapore",2.1,2.1
704,HILLTOP GROVE,"HILLTOP GROVE, Singapore",2.8,2.8
705,HILLTOPS,"HILLTOPS, Singapore",3,3
706,HILLVIEW 128,"HILLVIEW 128, Singapore",1.6,1.6
707,HILLVIEW APARTMENTS,"HILLVIEW APARTMENTS, Singapore",1.6,1.6
708,HILLVIEW AVENUE,"HILLVIEW AVENUE, Singapore",1.6,1.6
709,HILLVIEW GREEN,"HILLVIEW GREEN, Singapore",1.4,1.4
710,HILLVIEW REGENCY,"HILLVIEW REGENCY, Singapore",1.4,1.4
711,HILLVIEW RESIDENCE,"HILLVIEW RESIDENCE, Singapore",2.1,2.1
712,HILLVISTA,"HILLVISTA, Singapore",1.99,2.1
714,HOLLAND 100,"HOLLAND 100, Singapore",1.4,1.4
715,HOLLAND COURT,"HOLLAND COURT, Singapore",1.4,1.4
716,HOLLAND GEMS,"HOLLAND GEMS, Singapore",3.5,3
717,HOLLAND HILL LODGE,"HOLLAND HILL LODGE, Singapore",2.1,2.1
718,HOLLAND HILL PARK,"HOLLAND HILL PARK, Singapore",2.1,2.1
719,HOLLAND MANSION,"HOLLAND MANSION, Singapore",2.8,2.8
721,HOLLAND PEAK,"HOLLAND PEAK, Singapore",2.8,2.8
724,HOLLAND VIEW,"HOLLAND VIEW, Singapore",1.4,1.4
725,HOLLANDSWOOD COURT,"HOLLANDSWOOD COURT, Singapore",2.8,2.8
727,HOLT RESIDENCES,"HOLT RESIDENCES, Singapore",3,3
729,HONG BUILDING,"HONG BUILDING, Singapore",1.4,1.4
731,HONG HENG MANSIONS,"HONG HENG MANSIONS, Singapore",2.1,2.1
732,HONOLULU TOWER,"HONOLULU TOWER, Singapore",2.8,2.8
734,HORIZON GARDENS,"HORIZON GARDENS, Singapore",2.8,2.8
735,HORIZON RESIDENCES,"HORIZON RESIDENCES, Singapore",2.8,2.8
736,HORIZON TOWERS,"HORIZON TOWERS, Singapore",1.4,1.4
739,HOUGANG GREEN,"HOUGANG GREEN, Singapore",3,3
740,HUA YU MANSION,"HUA YU MANSION, Singapore",2.8,2.8
741,HULLET RISE,"HULLET RISE, Singapore",1.4,1.4
742,HUNDRED TREES,"HUNDRED TREES, Singapore",2.8,2.8
743,ICON,"ICON, Singapore",1.4,1.4
744,IDYLLIC EAST,"IDYLLIC EAST, Singapore",1.4,1.4
746,IDYLLIC SUITES,"IDYLLIC SUITES, Singapore",1.4,1.4
750,INTERO,"INTERO, Singapore",1.4,1.4
751,INZ RESIDENCE,"INZ RESIDENCE, Singapore",1.6,1.6
753,IRIDIUM,"IRIDIUM, Singapore",2.1,2.1
757,IVORY,"IVORY, Singapore",2.1,2.1
759,IVORY HEIGHTS,"IVORY HEIGHTS, Singapore",1.9,2.1
760,J C DRAYCOTT,"J C DRAYCOTT, Singapore",2,2.1
762,JADE GARDEN,"JADE GARDEN, Singapore",2.8,2.8
763,JADE MANSION,"JADE MANSION, Singapore",1.4,1.4
764,JADE RESIDENCES,"JADE RESIDENCES, Singapore",1.6,1.6
765,JADESCAPE,"JADESCAPE, Singapore",1.4,1.4
766,JALAN DATOH,"JALAN DATOH, Singapore",3.5,3
767,JALAN DUSUN,"JALAN DUSUN, Singapore",1.4,1.4
768,JANSEN 28,"JANSEN 28, Singapore",1.4,1.4
773,JC VILLE,"JC VILLE, Singapore",1.4,1.4
776,JERVOIS GROVE,"JERVOIS GROVE, Singapore",3,3
778,JERVOIS MANSIONS,"JERVOIS MANSIONS, Singapore",2.8,2.8
782,JEWEL @ BUANGKOK,"JEWEL @ BUANGKOK, Singapore",1.4,1.4
783,JIA,"JIA, Singapore",3,3
784,JING SUITES,"JING SUITES, Singapore",1.4,1.4
785,JK BUILDING,"JK BUILDING, Singapore",4,3
786,JLB RESIDENCES,"JLB RESIDENCES, Singapore",2.1,2.1
787,JOO CHIAT APARTMENTS,"JOO CHIAT APARTMENTS, Singapore",1.4,1.4
791,JOOL SUITES,"JOOL SUITES, Singapore",1.92,2.1
792,JUBILEE RESIDENCE,"JUBILEE RESIDENCE, Singapore",1.6,1.6
793,JUNIPER AT ARDMORE,"JUNIPER AT ARDMORE, Singapore",1.92,2.1
794,JUPITER 18,"JUPITER 18, Singapore",1.4,1.4
795,K GARDEN,"K GARDEN, Singapore",2.1,2.1
799,KANDIS RESIDENCE,"KANDIS RESIDENCE, Singapore",1.92,2.1
801,KAP RESIDENCES,"KAP RESIDENCES, Singapore",1.92,2.1
802,KARTAR APARTMENTS,"KARTAR APARTMENTS, Singapore",1.92,2.1
807,KATONG REGENCY,"KATONG REGENCY, Singapore",2.8,2.8
808,KATONG VILLE,"KATONG VILLE, Singapore",1.92,2.1
809,KELIVILLE,"KELIVILLE, Singapore",1.92,2.1
811,KEMBANGAN COURT,"KEMBANGAN COURT, Singapore",1.4,1.4
812,KEMBANGAN PLAZA,"KEMBANGAN PLAZA, Singapore",1.6,1.6
813,KEMBANGAN SUITES,"KEMBANGAN SUITES, Singapore",1.6,1.6
818,KENSINGTON SQUARE,"KENSINGTON SQUARE, Singapore",1.4,1.4
819,KENT RESIDENCES,"KENT RESIDENCES, Singapore",1.6,1.6
820,KENT VALE,"KENT VALE, Singapore",1.4,1.4
822,KENTISH GREEN,"KENTISH GREEN, Singapore",1.4,1.4
823,KENTISH LODGE,"KENTISH LODGE, Singapore",1.4,1.4
824,KENTVIEW PARK,"KENTVIEW PARK, Singapore",1.4,1.4
825,KERRISDALE,"KERRISDALE, Singapore",3,3
827,KILAT 19,"KILAT 19, Singapore",1.4,1.4
828,KILAT CENTRE,"KILAT CENTRE, Singapore",1.4,1.4
829,KILAT COURT,"KILAT COURT, Singapore",2.1,2.1
831,KIM KEAT GARDENS,"KIM KEAT GARDENS, Singapore",1.4,1.4
832,KIM KEAT HOUSE,"KIM KEAT HOUSE, Singapore",1.4,1.4
833,KIM KEAT LODGE,"KIM KEAT LODGE, Singapore",2.8,2.8
838,KING'S COURT,"KING'S COURT, Singapore",2.8,2.8
839,KING'S MANSION,"KING'S MANSION, Singapore",1.4,1.4
842,KINGSFORD WATERBAY,"KINGSFORD WATERBAY, Singapore",2.8,2.8
843,KINGSGROVE,"KINGSGROVE, Singapore",2.8,2.8
844,KINGSLEY MANSIONS,"KINGSLEY MANSIONS, Singapore",2.8,2.8
846,KISMIS COURT,"KISMIS COURT, Singapore",1.4,1.4
847,KISMIS VIEW,"KISMIS VIEW, Singapore",2.1,2.1
848,KJ MANSION,"KJ MANSION, Singapore",3,3
850,KNOX VIEW,"KNOX VIEW, Singapore",2.8,2.8
853,KOVAN 81,"KOVAN 81, Singapore",2.8,2.8
854,KOVAN APARTMENTS,"KOVAN APARTMENTS, Singapore",1.4,1.4
855,KOVAN CENTRE,"KOVAN CENTRE, Singapore",1.4,1.4
856,KOVAN CREST,"KOVAN CREST, Singapore",1.4,1.4
857,KOVAN ESQUIRE,"KOVAN ESQUIRE, Singapore",1.4,1.4
859,KOVAN MELODY,"KOVAN MELODY, Singapore",1.4,1.4
860,KOVAN PRIMERA,"KOVAN PRIMERA, Singapore",1.6,1.6
861,KOVAN REGENCY,"KOVAN REGENCY, Singapore",2.8,2.8
862,KOVAN RESIDENCES,"KOVAN RESIDENCES, Singapore",1.4,1.4
863,KOVANA,"KOVANA, Singapore",1.4,1.4
864,KUIE PONG LOFT,"KUIE PONG LOFT, Singapore",1.4,1.4
865,KUM HING COURT,"KUM HING COURT, Singapore",1.4,1.4
867,L'VIV,"L'VIV, Singapore",1.4,1.4
868,LA BRISA,"LA BRISA, Singapore",1.4,1.4
869,LA CASA,"LA CASA, Singapore",1.4,1.4
870,LA CRYSTAL,"LA CRYSTAL, Singapore",1.4,1.4
871,LA DOLCE VITA,"LA DOLCE VITA, Singapore",1.4,1.4
872,LA FIESTA,"LA FIESTA, Singapore",1.4,1.4
873,LA FLEUR,"LA FLEUR, Singapore",1.4,1.4
874,LA MAISON,"LA MAISON, Singapore",3,3
876,LA NOUVELLE,"LA NOUVELLE, Singapore",3,3
879,LAGUNA 88,"LAGUNA 88, Singapore",1.4,1.4
880,LAGUNA GREEN,"LAGUNA GREEN, Singapore",1.4,1.4
881,LAKE GRANDE,"LAKE GRANDE, Singapore",1.4,1.4
882,LAKE LIFE,"LAKE LIFE, Singapore",1.4,1.4
883,LAKEHOLMZ,"LAKEHOLMZ, Singapore",1.4,1.4
884,LAKEPOINT CONDOMINIUM,"LAKEPOINT CONDOMINIUM, Singapore",1.4,1.4
885,LAKEVILLE,"LAKEVILLE, Singapore",1.4,1.4
887,LANDRIDGE CONDOMINIUM,"LANDRIDGE CONDOMINIUM, Singapore",2.8,2.8
888,LANGSTON VILLE,"LANGSTON VILLE, Singapore",1.4,1.4
889,LATITUDE,"LATITUDE, Singapore",3,3
891,LAVERNE'S LOFT,"LAVERNE'S LOFT, Singapore",1.4,1.4
892,LE ARC,"LE ARC, Singapore",1.4,1.4
895,LE CRESCENDO,"LE CRESCENDO, Singapore",3,3
896,LE GAMBIR,"LE GAMBIR, Singapore",2.8,2.8
897,LE HILL CONDOMINIUM,"LE HILL CONDOMINIUM, Singapore",2.8,2.8
898,LE LOYANG,"LE LOYANG, Singapore",1.4,1.4
899,LE M RESIDENCE,"LE M RESIDENCE, Singapore",2.8,2.8
900,LE MARICAN,"LE MARICAN, Singapore",1.4,1.4
902,LE QUEST,"LE QUEST, Singapore",2.8,2.8
903,LE REGAL,"LE REGAL, Singapore",3,3
905,LE SHANTIER,"LE SHANTIER, Singapore",3,3
906,LE SOMME,"LE SOMME, Singapore",1.4,1.4
907,LEEDON 2,"LEEDON 2, Singapore",2.8,2.8
908,LEEDON HEIGHTS,"LEEDON HEIGHTS, Singapore",3,3
909,LEEDON RESIDENCE,"LEEDON RESIDENCE, Singapore",2.1,2.1
911,LEICESTER LODGE,"LEICESTER LODGE, Singapore",1.4,1.4
912,LEICESTER SUITES,"LEICESTER SUITES, Singapore",1.4,1.4
913,LEIGHWOODS,"LEIGHWOODS, Singapore",2.8,2.8
915,LEONIE CONDOTEL,"LEONIE CONDOTEL, Singapore",3,3
916,LEONIE GARDENS,"LEONIE GARDENS, Singapore",3,3
917,LEONIE HILL RESIDENCES,"LEONIE HILL RESIDENCES, Singapore",3.5,3
925,LILYDALE,"LILYDALE, Singapore",2.8,2.8
926,LIMAU PARK,"LIMAU PARK, Singapore",3,3
927,LINCOLN SUITES,"LINCOLN SUITES, Singapore",2.8,2.8
928,LION TOWERS,"LION TOWERS, Singapore",2.8,2.8
931,LLOYD COURT,"LLOYD COURT, Singapore",3,3
932,LLOYD MANSION,"LLOYD MANSION, Singapore",2.8,2.8
933,LLOYD SIXTYFIVE,"LLOYD SIXTYFIVE, Singapore",2.8,2.8
934,LOFT 33,"LOFT 33, Singapore",1.4,1.4
937,LOFT @ STEVENS,"LOFT @ STEVENS, Singapore",1.4,1.4
938,LOFT@HOLLAND,"LOFT@HOLLAND, Singapore",2.8,2.8
939,LORONG 31 GEYLANG,"LORONG 31 GEYLANG, Singapore",1.4,1.4
940,LOYANG GARDENS,"LOYANG GARDENS, Singapore",1.4,1.4
941,LUCIDA,"LUCIDA, Singapore",1.4,1.4
942,LUMA,"LUMA, Singapore",1.4,1.4
943,LUSH ACRES,"LUSH ACRES, Singapore",1.4,1.4
944,LUSH ON HOLLAND HILL,"LUSH ON HOLLAND HILL, Singapore",1.4,1.4
945,LUTHERAN TOWERS,"LUTHERAN TOWERS, Singapore",1.4,1.4
946,LUXE VILLE,"LUXE VILLE, Singapore",1.4,1.4
947,M SUITES,"M SUITES, Singapore",1.4,1.4
948,M21,"M21, Singapore",3.5,3
949,MABELLE,"MABELLE, Singapore",1.4,1.4
950,MACPHERSON GREEN,"MACPHERSON GREEN, Singapore",2.1,2.1
951,MADEIRA COURT,"MADEIRA COURT, Singapore",1.4,1.4
952,MADISON RESIDENCES,"MADISON RESIDENCES, Singapore",1.4,1.4
953,MALVERN SPRINGS,"MALVERN SPRINGS, Singapore",2.8,2.8
954,MANDALAY MANSION,"MANDALAY MANSION, Singapore",1.4,1.4
955,MANDALAY TOWERS,"MANDALAY TOWERS, Singapore",2.8,2.8
956,MANDALE HEIGHTS,"MANDALE HEIGHTS, Singapore",2.8,2.8
957,MANDARIN GARDENS,"MANDARIN GARDENS, Singapore",2.8,2.8
959,MANSIONS 28,"MANSIONS 28, Singapore",1.4,1.4
961,MARGARET VILLE,"MARGARET VILLE, Singapore",2.8,2.8
963,MARINA COLLECTION,"MARINA COLLECTION, Singapore",2.8,2.8
964,MARINE BLUE,"MARINE BLUE, Singapore",1.4,1.4
965,MARINE MANSION,"MARINE MANSION, Singapore",1.4,1.4
967,MARINE VIEW MANSION,"MARINE VIEW MANSION, Singapore",1.4,1.4
968,MARINE VIEW MANSIONS,"MARINE VIEW MANSIONS, Singapore",1.4,1.4
969,MARINE VILLE,"MARINE VILLE, Singapore",1.4,1.4
971,MARTIA 8,"MARTIA 8, Singapore",2.8,2.8
974,MARTIN PLACE RESIDENCES,"MARTIN PLACE RESIDENCES, Singapore",3,3
975,MARTINA MANSIONS,"MARTINA MANSIONS, Singapore",3,3
976,MARYLAND PARK,"MARYLAND PARK, Singapore",1.4,1.4
977,MARYMOUNT VIEW,"MARYMOUNT VIEW, Singapore",2.8,2.8
978,MAYA,"MAYA, Singapore",1.4,1.4
981,MEADOWLODGE,"MEADOWLODGE, Singapore",1.4,1.4
982,MEADOWS @ PEIRCE,"MEADOWS @ PEIRCE, Singapore",2.8,2.8
983,MEDGE,"MEDGE, Singapore",1.92,2.1
986,MELOSA,"MELOSA, Singapore",1.4,1.4
987,MELROSE PARK,"MELROSE PARK, Singapore",2.8,2.8
988,MELROSE VILLE,"MELROSE VILLE, Singapore",1.6,1.6
989,MELVILLE PARK,"MELVILLE PARK, Singapore",1.4,1.4
990,MENDON SPRING,"MENDON SPRING, Singapore",2.1,2.1
991,MENG GARDEN,"MENG GARDEN, Singapore",1.4,1.4
992,MERA EAST,"MERA EAST, Singapore",1.4,1.4
993,MERA SPRINGS,"MERA SPRINGS, Singapore",1.4,1.4
995,MERAPRIME,"MERAPRIME, Singapore",1.4,1.4
996,MERAWOODS,"MERAWOODS, Singapore",1.4,1.4
997,MERGUI MANSIONS,"MERGUI MANSIONS, Singapore",3,3
998,MERIDIAN 38,"MERIDIAN 38, Singapore",3,3
1000,METRO LOFT,"METRO LOFT, Singapore",1.4,1.4
1001,MEYA LODGE,"MEYA LODGE, Singapore",3,3
1002,MEYER PARK,"MEYER PARK, Singapore",3,3
1003,MEYER RESIDENCE,"MEYER RESIDENCE, Singapore",1.4,1.4
1004,MI CASA,"MI CASA, Singapore",1.6,1.6
1005,MIDTOWN RESIDENCES,"MIDTOWN RESIDENCES, Singapore",1.4,1.4
1006,MILL CREEK,"MILL CREEK, Singapore",2.1,2.1
1007,MILL POINT,"MILL POINT, Singapore",2.1,2.1
1008,MINBU COURT,"MINBU COURT, Singapore",1.4,1.4
1009,MINBU VILLA,"MINBU VILLA, Singapore",2.8,2.8
1010,MINT RESIDENCES @ JANSEN,"MINT RESIDENCES @ JANSEN, Singapore",2.8,2.8
1011,MIRO,"MIRO, Singapore",2.8,2.8
1012,MODA,"MODA, Singapore",1.6,1.6
1013,MODENA,"MODENA, Singapore",1.4,1.4
1015,MONARCHY APARTMENTS,"MONARCHY APARTMENTS, Singapore",1.4,1.4
1017,MONTEBLEU,"MONTEBLEU, Singapore",2.8,2.8
1020,MONTVIEW,"MONTVIEW, Singapore",2.8,2.8
1021,MONVILLE MANSIONS,"MONVILLE MANSIONS, Singapore",2.1,2.1
1022,MORI,"MORI, Singapore",1.4,1.4
1025,MOULMEIN COURT,"MOULMEIN COURT, Singapore",2.8,2.8
1027,MOUNT FABER LODGE,"MOUNT FABER LODGE, Singapore",3,3
1028,MOUNT ROSIE GARDEN,"MOUNT ROSIE GARDEN, Singapore",1.4,1.4
1031,MULBERRY TREE,"MULBERRY TREE, Singapore",1.4,1.4
1032,MUTIARA CREST,"MUTIARA CREST, Singapore",1.4,1.4
1033,MUTIARA VIEW,"MUTIARA VIEW, Singapore",2.8,2.8
1034,MY MANHATTAN,"MY MANHATTAN, Singapore",2.8,2.8
1036,NASSIM 9,"NASSIM 9, Singapore",3,3
1037,NASSIM JADE,"NASSIM JADE, Singapore",1.6,1.6
1038,NASSIM LODGE,"NASSIM LODGE, Singapore",2.1,2.1
1040,NASSIM PARK RESIDENCES,"NASSIM PARK RESIDENCES, Singapore",1.4,1.4
1042,NASSIMVILLE,"NASSIMVILLE, Singapore",2.8,2.8
1043,NATHAN RESIDENCES,"NATHAN RESIDENCES, Singapore",2.1,2.1
1045,NATURA @ HILLVIEW,"NATURA @ HILLVIEW, Singapore",1.4,1.4
1046,NATURALIS,"NATURALIS, Singapore",2.1,2.1
1047,NATURE MANSIONS,"NATURE MANSIONS, Singapore",1.4,1.4
1048,NAUNG RESIDENCE,"NAUNG RESIDENCE, Singapore",2.8,2.8
1049,NEEM TREE,"NEEM TREE, Singapore",2.8,2.8
1050,NEPTUNE COURT,"NEPTUNE COURT, Singapore",2.8,2.8
1051,NESS,"NESS, Singapore",2.1,2.1
1052,NEW COURT,"NEW COURT, Singapore",2.8,2.8
1054,NEWEST,"NEWEST, Singapore",4.6,3
1056,NEWTON EDGE,"NEWTON EDGE, Singapore",2.1,2.1
1057,NEWTON GEMS,"NEWTON GEMS, Singapore",1.4,1.4
1058,NEWTON IMPERIAL,"NEWTON IMPERIAL, Singapore",2.1,2.1
1061,NEWTON ONE,"NEWTON ONE, Singapore",2.8,2.8
1062,NEWTON SUITES,"NEWTON SUITES, Singapore",1.4,1.4
1063,NICOLE GREEN,"NICOLE GREEN, Singapore",1.4,1.4
1064,NIM GARDENS,"NIM GARDENS, Singapore",2.8,2.8
1066,NINE DEGREES,"NINE DEGREES, Singapore",2.1,2.1
1072,NORTH PARK RESIDENCES,"NORTH PARK RESIDENCES, Singapore",1.4,1.4
1073,NORTHOAKS,"NORTHOAKS, Singapore",1.4,1.4
1074,NORTHVALE,"NORTHVALE, Singapore",1.4,1.4
1075,NORTHWOOD,"NORTHWOOD, Singapore",1.4,1.4
1076,NOUVEL 18,"NOUVEL 18, Singapore",2.8,2.8
1077,NOUVELLE PARK,"NOUVELLE PARK, Singapore",2.1,2.1
1078,NOVA 48,"NOVA 48, Singapore",1.4,1.4
1079,NOVELIS,"NOVELIS, Singapore",2.8,2.8
1080,NOVENA COURT,"NOVENA COURT, Singapore",2,2.1
1081,NOVENA HILL,"NOVENA HILL, Singapore",1.4,1.4
1083,NOVENA REGENCY,"NOVENA REGENCY, Singapore",3,3
1084,NOVENA SUITES,"NOVENA SUITES, Singapore",2.8,2.8
1085,NUOVO,"NUOVO, Singapore",1.92,2.1
1086,NUTMEG COURT,"NUTMEG COURT, Singapore",1.92,2.1
1087,NV RESIDENCES,"NV RESIDENCES, Singapore",2.8,2.8
1088,OASIS @ ELIAS,"OASIS @ ELIAS, Singapore",1.4,1.4
1089,OASIS GARDEN,"OASIS GARDEN, Singapore",2.8,2.8
1090,OCEAN PARK,"OCEAN PARK, Singapore",2.1,2.1
1091,OCEANFRONT SUITES,"OCEANFRONT SUITES, Singapore",2.8,2.8
1092,OEI TIONG HAM PARK RESIDENCES,"OEI TIONG HAM PARK RESIDENCES, Singapore",2.1,2.1
1093,OKIO,"OKIO, Singapore",2.8,2.8
1095,OLEANAS RESIDENCE,"OLEANAS RESIDENCE, Singapore",3,3
1096,OLEANDER TOWERS,"OLEANDER TOWERS, Singapore",1.4,1.4
1097,ONAN COURT,"ONAN COURT, Singapore",2.8,2.8
1100,ONE AKYAB,"ONE AKYAB, Singapore",2.8,2.8
1101,ONE AMBER,"ONE AMBER, Singapore",2.8,2.8
1102,ONE BALMORAL,"ONE BALMORAL, Singapore",1.4,1.4
1103,ONE CHATSWORTH,"ONE CHATSWORTH, Singapore",2.8,2.8
1104,ONE DEVONSHIRE,"ONE DEVONSHIRE, Singapore",3,3
1105,ONE DRAYCOTT,"ONE DRAYCOTT, Singapore",1.4,1.4
1107,ONE DUSUN RESIDENCES,"ONE DUSUN RESIDENCES, Singapore",2.8,2.8
1111,ONE LEICESTER,"ONE LEICESTER, Singapore",1.6,1.6
1112,ONE ROBIN,"ONE ROBIN, Singapore",1.92,2.1
1117,OPAL SUITES,"OPAL SUITES, Singapore",3,3
1119,ORANGE GROVE RESIDENCES,"ORANGE GROVE RESIDENCES, Singapore",1.4,1.4
1121,ORANGE REGENCY,"ORANGE REGENCY, Singapore",2.8,2.8
1123,ORCHARD COURT,"ORCHARD COURT, Singapore",1.4,1.4
1124,ORCHARD SCOTTS,"ORCHARD SCOTTS, Singapore",1.6,1.6
1128,ORCHID APARTMENTS,"ORCHID APARTMENTS, Singapore",1.4,1.4
1129,ORCHID MANSION,"ORCHID MANSION, Singapore",2.8,2.8
1130,ORCHID PARK CONDOMINIUM,"ORCHID PARK CONDOMINIUM, Singapore",1.4,1.4
1131,OUE TWIN PEAKS,"OUE TWIN PEAKS, Singapore",1.4,1.4
1133,OWEN 88,"OWEN 88, Singapore",1.4,1.4
1135,OXFORD SUITES,"OXFORD SUITES, Singapore",1.4,1.4
1138,OXLEY RESIDENCE,"OXLEY RESIDENCE, Singapore",2.8,2.8
1140,PALISADES,"PALISADES, Singapore",2.1,2.1
1142,PALM GREEN,"PALM GREEN, Singapore",1.92,2.1
1144,PALM HAVEN,"PALM HAVEN, Singapore",1.4,1.4
1145,PALM ISLES,"PALM ISLES, Singapore",1.4,1.4
1146,PALM LODGE,"PALM LODGE, Singapore",2.8,2.8
1147,PALM LOFT,"PALM LOFT, Singapore",2.8,2.8
1148,PALM MANSIONS,"PALM MANSIONS, Singapore",2.8,2.8
1149,PALM OASIS,"PALM OASIS, Singapore",2.8,2.8
1150,PALM RESIDENCE,"PALM RESIDENCE, Singapore",2.8,2.8
1151,PALM SPRING,"PALM SPRING, Singapore",1.6,1.6
1152,PALM VISTA,"PALM VISTA, Singapore",2.8,2.8
1153,PALMERA EAST,"PALMERA EAST, Singapore",2.1,2.1
1154,PALMERA RESIDENCE,"PALMERA RESIDENCE, Singapore",2.8,2.8
1155,PANDAN VALLEY,"PANDAN VALLEY, Singapore",2.8,2.8
1156,PAPILLON,"PAPILLON, Singapore",1.4,1.4
1159,PARC ASTON,"PARC ASTON, Singapore",2.8,2.8
