Index,Condo Name,Address,Postal Code
870,LANDBAY CONDO,"3 Jalan Hajijah, 468698",468698
871,LANDRIDGE CONDOMINIUM,"202 Pasir Panjang Road, 118572",118572
872,LANGSTON VILLE,"15 Kim Yam Road, 239328",239328
873,LATITUDE,"31 Jalan Mutiara, 249206",249206
874,LAUREL TREE,"42 Hillview Terrace, 669267",669267
875,LAVERNE'S LOFT,"66 Lorong L Telok Kurau, 425509",425509
876,LE ARC,"6 Lorong 26 Geylang, 398481",398481
877,LE CHATEAU,"67 Cavenagh Road, 229621",229621
878,LE CONNEY PARK,"87 Lorong L Telok Kurau, 425525",425525
879,LE CRESCENDO,"233 Paya Lebar Road, 409044",409044
880,LE GAMBIR,"59 Lorong Gambir, 536613",536613
881,LE HILL CONDOMINIUM,"42 Pasir Panjang Hill, 118894",118894
882,LE LOYANG,"43 Jalan Loyang Besar, 509371",509371
883,LE M RESIDENCE,"6 Lorong M Telok Kurau, 425286",425286
884,LE MARICAN,"95 Lorong Marican, 417301",417301
885,LE MERRITT,"64 Lorong M Telok Kurau, 425365",425365
886,LE QUEST,"10 Bukit Batok Street 41, 657977",657977
887,LE REGAL,"340 Geylang Road, 389365",389365
888,LE REVE,"17 Kampong Eunos, 417778",417778
889,LE SHANTIER,"4 Shan Road, 328106",328106
890,LE SOMME,"60 Somme Road, 207876",207876
891,LEEDON 2,"2 Leedon Road, 267829",267829
892,LEEDON HEIGHTS,"16 Leedon Road, 267862",267862
893,LEEDON RESIDENCE,"4 Leedon Heights, 266214",266214
894,LEGENDA AT JOO CHIAT,"17 Joo Chiat Lane, 428096",428096
895,LEICESTER LODGE,"9 Leicester Road, 358843",358843
896,LEICESTER SUITES,"10 Leicester Road, 358844",358844
897,LEIGHWOODS,"37 Mount Sinai Rise, 276956",276956
898,LEITH GROVE,"6 Leith Park, 547933",547933
899,LEONIE CONDOTEL,"2 Leonie Hill Road, 239192",239192
900,LEONIE GARDENS,"23 Leonie Hill, 239224",239224
901,LEONIE HILL RESIDENCES,"1 Leonie Hill Road, 239191",239191
902,LEONIE PARC VIEW,"22 Leonie Hill Road, 239195",239195
903,LEONIE SUITES,"21 Leonie Hill, 239223",239223
904,LEONIE TOWERS,"20 Leonie Hill, 239222",239222
905,LEVENUE,"55 Lengkong Empat, 417642",417642
906,LEVILLE ISUITES,"28 Ceylon Road, 429621",429621
907,LEWIS LODGE,"39 Lewis Road, 258612",258612
908,LIEN TOWERS,"21 Holland Park, 249476",249476
909,LILYDALE,"550 Yishun Avenue 6, 768961",768961
910,LIMAU PARK,"22 Jalan Limau Bali, 468493",468493
911,LINCOLN SUITES,"1 Khiang Guan Avenue, 30838",308381
912,LION TOWERS,"2 Essex Road, 30933",309330
913,LIVIA,"71 Pasir Ris Grove, 518205",518205
914,LIVINGSTON MANSIONS,"135 Lorong L Telok Kurau, 425571",425571
915,LLOYD COURT,"40 Lloyd Road, 239107",239107
916,LLOYD MANSION,"3 Lloyd Road, 239092",239092
917,LLOYD SIXTYFIVE,"65 Lloyd Road, 239114",239114
918,LOFT 33,"33 Lorong 32 Geylang, 398293",398293
919,LOFT @ NATHAN,"428 River Valley Road, 248327",248327
920,LOFT @ RANGOON,"113 Rangoon Road, 218392",218392
921,LOFT @ STEVENS,"68 Stevens Road, 257856",257856
922,LOFT@HOLLAND,"151 Holland Road, 27858",278580
923,LORONG 31 GEYLANG,"16 Lorong 31 Geylang, 388024",388024
924,LOYANG GARDENS,"49 Jalan Loyang Besar, 509373",509373
925,LUCIDA,"2 Suffolk Road, 30778",307780
926,LUMA,"6 River Valley Grove, 238403",238403
927,LUSH ACRES,"1 Fernvale Close, 797485",797485
928,LUSH ON HOLLAND HILL,"21 Holland Hill, 278737",278737
929,LUTHERAN TOWERS,"21 Tan Kim Cheng Road, 266621",266621
930,LUXE VILLE,"336 Pasir Panjang Road, 118668",118668
931,M SUITES,"65 Lorong Melayu, 416952",416952
932,M21,"21 Mandalay Road, 308208",308208
933,MABELLE,"15 Lorong M Telok Kurau, 425303",425303
934,MACPHERSON GREEN,"568 Macpherson Road, 368236",368236
935,MADEIRA COURT,"18 Lorong M Telok Kurau, 425408",425408
936,MADISON RESIDENCES,"355 Bukit Timah Road, 259724",259724
937,MALVERN SPRINGS,"373 Onan Road, 424775",424775
938,MANDALAY MANSION,"15 Minbu Road, 308166",308166
939,MANDALAY TOWERS,"35 Mandalay Road, 308215",308215
940,MANDALE HEIGHTS,"45 Mandalay Road, 308225",308225
941,MANDARIN GARDENS,"1 Siglap Road, 448906",448906
942,MANHATTAN MANSIONS,"76 Grange Road, 24958",249580
943,MANSIONS 28,"28 Lorong 31 Geylang, 388038",388038
944,MAPLE WOODS,"985 Bukit Timah Road, 589627",589627
945,MARGARET VILLE,"20 Margaret Drive, 149312",149312
946,MARGATE POINT,"2 Margate Road, 438042",438042
947,MARINA COLLECTION,"13 Cove Drive, 98327",98327
948,MARINE BLUE,"81 Marine Parade Road, 449309",449309
949,MARINE MANSION,"28 Sea Avenue, 424249",424249
950,MARINE MEADOWS,"163 Marine Parade, 449528",449528
951,MARINE VIEW MANSION,"97 Marine Parade, 449273",449273
952,MARINE VIEW MANSIONS,"97 Marine Parade, 449273",449273
953,MARINE VILLE,"161 Marine Parade, 449527",449527
954,MARSHALL LODGE,"89 Marshall Road, 424886",424886
955,MARTIA 8,"8 Martia Road, 424795",424795
956,MARTIA RESIDENCE,"7 Martia Road, 424794",424794
957,MARTIN EDGE,"50 Martin Road, 239071",239071
958,MARTIN PLACE RESIDENCES,"2 Martin Place, 237988",237988
959,MARTINA MANSIONS,"315 Bukit Timah Road, 25971",259710
960,MARYLAND PARK,"19 Amber Gardens, 439962",439962
961,MARYMOUNT VIEW,"11 Pemimpin Drive, 576148",576148
962,MAYA,"9 Still Road, 423953",423953
963,MAYBELLE LODGE,"38 Lorong K Telok Kurau, 425649",425649
964,MAYFAIR RESIDENCES,"531 East Coast Road, 429065",429065
965,MEADOWLODGE,"31 Chun Tin Road, 599717",599717
966,MEADOWS @ PEIRCE,"626 Upper Thomson Road, 78713",787130
967,MEDGE,"2 Minbu Road, 308186",308186
968,MEIER SUITES,"10 Margate Road, 438051",438051
969,MELINIA COURT,"56 Lorong M Telok Kurau, 425354",425354
970,MELOSA,"28 Lorong 28 Geylang, 398432",398432
971,MELROSE PARK,"91 Kellock Road, 248903",248903
972,MELROSE VILLE,"10 Rose Lane, 43737",437370
973,MELVILLE PARK,"12 Simei Street 1, 52994",529948
974,MENDON SPRING,"198 Pasir Panjang Road, 117526",117526
975,MENG GARDEN,"65 Lloyd Road, 239114",239114
976,MERA EAST,"336 Changi Road, 419809",419809
977,MERA SPRINGS,"81 Carlisle Road, 219647",219647
978,MERALODGE,"83 Hillview Avenue, 669583",669583
979,MERAPRIME,"301 Jalan Bukit Ho Swee, 169568",169568
980,MERAWOODS,"136 Hillview Avenue, 669598",669598
981,MERGUI MANSIONS,"81 Mergui Road, 219057",219057
982,MERIDIAN 38,"38 Lorong M Telok Kurau, 425317",425317
983,MERLOT VILLE,"281 Telok Kurau Road, 423847",423847
984,METRO LOFT,"5 Lorong 27 Geylang, 388158",388158
985,MEYA LODGE,"23 Meyappa Chettiar Road, 358463",358463
986,MEYER PARK,"81 Meyer Road, 437908",437908
987,MEYER RESIDENCE,"3 Meyer Place, 437991",437991
988,MI CASA,"311 Choa Chu Kang Avenue 3, 689859",689859
989,MIDTOWN RESIDENCES,"1189 Upper Serangoon Road, 534785",534785
990,MILL CREEK,"10 Lorong Marzuki, 417052",417052
991,MILL POINT,"1 Zion Close, 247811",247811
992,MINBU COURT,"54 Minbu Road, 308184",308184
993,MINBU VILLA,"56 Minbu Road, 308185",308185
994,MINT RESIDENCES @ JANSEN,"20 Jansen Road, 548411",548411
995,MIRO,"1 Lincoln Road, 308365",308365
996,MODA,"42 East Coast Road, 428762",428762
997,MODENA,"35 Simei Street 4, 529869",529869
998,MON JERVOIS,"47 Jervois Road, 247656",247656
999,MONARCHY APARTMENTS,"51 Mandalay Road, 308231",308231
1000,MONKS HILL FLAT,"2 Winstedt Road, 227979",227979
1001,MONTEBLEU,"8 Minbu Road, 308162",308162
1002,MONTEREY PARK CONDOMINIUM,"21 West Coast Rise, 127464",127464
1003,MONTROSA,"132 Hillview Avenue, 669597",669597
1004,MONTVIEW,"63 Mount Sinai Drive, 277116",277116
1005,MONVILLE MANSIONS,"530 Balestier Road, 329857",329857
1006,MORI,"223 Guillemard Road, 399738",399738
1007,MORIMASA GARDENS,"11 Gilstead Road, 309065",309065
1008,MORO MANSIONS,"3 Lorong 37 Geylang, 387901",387901
1009,MOULMEIN COURT,"91 Moulmein Road, 308078",308078
1010,MOULMEIN STUDIOS,"147 Moulmein Road, 30809",308090
1011,MOUNT FABER LODGE,"27 Mount Faber Road, 992",99200
1012,MOUNT ROSIE GARDEN,"50 Goldhill Avenue, 309031",309031
1013,MOUNTBATTEN REGENCY,"825 Mountbatten Road, 437818",437818
1014,MOUNTBATTEN SUITES,"861 Mountbatten Road, 437842",437842
1015,MULBERRY TREE,"167 Moulmein Road, 308092",308092
1016,MUTIARA CREST,"2 Jalan Mutiara, 249183",249183
1017,MUTIARA VIEW,"11 Jalan Mutiara, 249191",249191
1018,MY MANHATTAN,"25 Simei Street 3, 529899",529899
1019,NADIA MANSIONS,"30 Ah Hood Road, 329976",329976
1020,NASSIM 9,"9 Nassim Road, 258376",258376
1021,NASSIM JADE,"3 Nassim Road, 258371",258371
1022,NASSIM LODGE,"7 Nassim Road, 258374",258374
1023,NASSIM MANSION,"32 Nassim Hill, 258472",258472
1024,NASSIM PARK RESIDENCES,"15 Nassim Road, 258386",258386
1025,NASSIM REGENCY,"37 Nassim Road, 258423",258423
1026,NASSIMVILLE,"11 Nassim Road, 258378",258378
1027,NATHAN RESIDENCES,"23 Nathan Road, 248744",248744
1028,NATHAN SUITES,"21 Nathan Road, 248743",248743
1029,NATURA @ HILLVIEW,"18 Hillview Terrace, 669229",669229
1030,NATURALIS,"2 Lorong M Telok Kurau, 425279",425279
1031,NATURE MANSIONS,"52 Lorong K Telok Kurau, 42578",425780
1032,NAUNG RESIDENCE,"1 Jalan Naung, 53767",537670
1033,NEEM TREE,"30 Jalan Kemaman, 329341",329341
1034,NEPTUNE COURT,"1 Marine Vista, 449025",449025
1035,NESS,"38 Lorong 32 Geylang, 398298",398298
1036,NEW COURT,"35 Jalan Dusun, 329387",329387
1037,NEW FUTURA,"14 Leonie Hill Road, 239193",239193
1038,NEWEST,"1 West Coast Drive, 12802",128020
1039,NEWTON 18,"18 Newton Road, 307989",307989
1040,NEWTON EDGE,"1 Makeway Avenue, 228598",228598
1041,NEWTON GEMS,"50 Newton Road, 307991",307991
1042,NEWTON IMPERIAL,"24 Newton Road, 307956",307956
1043,NEWTON LODGE,"41 Newton Road, 307968",307968
1044,NEWTON MANSION,"27 Gilstead Road, 309071",309071
1045,NEWTON ONE,"1 Newton Road, 307943",307943
1046,NEWTON SUITES,"60 Newton Road, 307994",307994
1047,NICOLE GREEN,"68 Guillemard Road, 39971",399710
1048,NIM GARDENS,"71 Nim Road, 807583",807583
1049,NINE DEGREES,"90 Tanjong Katong Road, 436959",436959
1050,NIVEN LOFT,"70 Niven Road, 228421",228421
1051,NIVEN SUITES,"8 Wilkie Terrace, 228031",228031
1052,NORFOLK COURT,"103 Mergui Road, 219068",219068
1053,NORMANTON PARK,"1 Normanton Park, 118998",118998
1054,NORTH PARK RESIDENCES,"15 Yishun Central 1, 768797",768797
1055,NORTHOAKS,"20 Woodlands Crescent, 738081",738081
1056,NORTHVALE,"61 Choa Chu Kang Loop, 689668",689668
1057,NORTHWOOD,"68 Jalan Mata Ayer, 757487",757487
1058,NOUVEL 18,"18 Anderson Road, 259977",259977
1059,NOUVELLE PARK,"131 Poh Huat Road West, 546684",546684
1060,NOVA 48,"8 Prome Road, 328316",328316
1061,NOVELIS,"75 Sinaran Drive, 308322",308322
1062,NOVENA COURT,"2 Jalan Novena Barat, 308603",308603
1063,NOVENA HILL,"33 Jalan Novena, 308651",308651
1064,NOVENA LODGE,"2 Jalan Merlimau, 308729",308729
1065,NOVENA REGENCY,"275 Thomson Road, 307645",307645
1066,NOVENA SUITES,"200 Moulmein Road, 308107",308107
1067,NUOVO,"21 Ang Mo Kio Avenue 9, 569786",569786
1068,NUTMEG COURT,"6 Nutmeg Road, 228337",228337
1069,NV RESIDENCES,"91 Pasir Ris Grove, 51819",518213
1070,OASIS @ ELIAS,"60 Elias Road, 519938",519938
1071,OASIS GARDEN,"51 Jalan Bunga Rampai, 53842",538420
1072,OCEAN PARK,"520 East Coast Road, 458965",458965
1073,OCEANFRONT SUITES,"173 Jalan Loyang Besar, 509424",509424
1074,OEI TIONG HAM PARK RESIDENCES,"29 Oei Tiong Ham Park, 267034",267034
1075,OKIO,"262 Balestier Road, 329714",329714
1076,OLA RESIDENCES,"837 Mountbatten Road, 43783",437830
1077,OLEANAS RESIDENCE,"42 Kim Yam Road, 239347",239347
1078,OLEANDER TOWERS,"911 Lorong 1 Toa Payoh, 319771",319771
1079,ONAN COURT,"291 Onan Road, 424772",424772
1080,ONAN SUITES,"215 Onan Road, 424597",424597
1081,ONE @ PULASAN,"1 Pulasan Road, 424366",424366
1082,ONE AKYAB,"1 Akyab Road, 309972",309972
1083,ONE AMBER,"1 Amber Gardens, 439957",439957
1084,ONE BALMORAL,"1 Balmoral Road, 259784",259784
1085,ONE CHATSWORTH,"1 Chatsworth Road, 249745",249745
1086,ONE DEVONSHIRE,"1 Devonshire Road, 239896",239896
1087,ONE DRAYCOTT,"1 Draycott Park, 259385",259385
1088,ONE DUCHESS,"1 Duchess Road, 268977",268977
1089,ONE DUSUN RESIDENCES,"1 Jalan Dusun, 329363",329363
1090,ONE EIGHTIES RESIDENCES,"186 Joo Chiat Terrace, 427332",427332
1091,ONE FORT,"1 Fort Road, 439069",439069
1092,ONE JERVOIS,"3 Jervois Close, 249099",249099
1093,ONE LEICESTER,"1 Leicester Road, 358828",358828
1094,ONE ROBIN,"1 Robin Road, 258176",258176
1095,ONE ROSYTH,"1 Rosyth Road, 546133",546133
1096,ONE TREE HILL COLLECTION,"12 One Tree Hill, 248677",248677
1097,ONE TREE HILL MANSIONS,"69 One Tree Hill, 248706",248706
1098,ONEROBEY,"1 Robey Crescent, 546256",546256
1099,OPAL SUITES,"1 Opal Crescent, 328396",328396
1100,OPTIMA @ TANAH MERAH,"80 Tanah Merah Kechil Avenue, 465514",465514
1101,ORANGE GROVE RESIDENCES,"27 Orange Grove Road, 258356",258356
1102,ORANGE GROVE ROAD,"8 Orange Grove Road, 258342",258342
1103,ORANGE REGENCY,"101 Fernhill Road, 259137",259137
1104,ORCHARD BEL AIR,"245 Orchard Boulevard, 248648",248648
1105,ORCHARD COURT,"19 Oxley Road, 238619",238619
1106,ORCHARD SCOTTS,"3 Anthony Road, 229953",229953
1107,ORCHARD VIEW,"29 Angullia Park, 239977",239977
1108,ORCHID APARTMENT,"42 Eng Neo Avenue, 289546",289546
1109,ORCHID APARTMENTS,"42 Eng Neo Avenue, 289533",289533
1110,ORCHID MANSION,"11 Amber Road, 439857",439857
1111,ORCHID PARK CONDOMINIUM,"81 Yishun Street 81, 768445",768445
1112,OUE TWIN PEAKS,"33 Leonie Hill Road, 239197",239197
1113,OVADA 8,"127 Koon Seng Road, 427071",427071
1114,OWEN 88,"88 Owen Road, 218901",218901
1115,OWEN COURT,"104 Owen Road, 218912",218912
1116,OXFORD SUITES,"21 Oxford Road, 218817",218817
1117,OXLEY GARDEN,"1 Oxley Garden, 238732",238732
1118,OXLEY MANSION,"26 Oxley Road, 23862",238620
1119,OXLEY RESIDENCE,"43 Oxley Road, 238632",238632
1120,PADDY GREEN,"1 Lorong 12 Geylang, 398982",398982
1121,PALISADES,"294 Pasir Panjang Road, 118635",118635
1122,PALM GALLERIA,"78 Lorong K Telok Kurau, 425701",425701
1123,PALM GREEN,"481 Pasir Panjang Road, 117621",117621
1124,PALM GROVE CONDOMINIUM,"19 Palm Grove Avenue, 547315",547315
1125,PALM HAVEN,"18 Palm Grove Avenue, 547312",547312
1126,PALM ISLES,"40 Flora Drive, 506866",506866
1127,PALM LODGE,"4 Lorong 37 Geylang, 387902",387902
1128,PALM LOFT,"136 Joo Chiat Terrace, 427282",427282
1129,PALM MANSIONS,"345 Pasir Panjang Road, 118684",118684
1130,PALM OASIS,"51 Lorong H Telok Kurau, 426052",426052
1131,PALM RESIDENCE,"7 Jalan Rajawali, 598429",598429
1132,PALM SPRING,"16 Ewe Boon Road, 259324",259324
1133,PALM VISTA,"47 Lorong G Telok Kurau, 426224",426224
1134,PALMERA EAST,"29 Lorong Melayu, 416914",416914
1135,PALMERA RESIDENCE,"38 Lorong N Telok Kurau, 425163",425163
1136,PANDAN VALLEY,"1 Pandan Valley, 597631",597631
1137,PAPILLON,"8 Jalan Rama Rama, 329089",329089
1138,PARADISE PALMS,"505 Dunman Road, 439198",439198
1139,PARBURY HILL CONDOMINIUM,"28 Parbury Avenue, 467298",467298
1140,PARC ASTON,"2 Leicester Road, 358831",358831
1141,PARC BLEU,"262 Joo Chiat Place, 427944",427944
1142,PARC BOTANNIA,"10 Fernvale Street, 79739",797393
1143,PARC CENTENNIAL,"100 Kampong Java Road, 228867",228867
1144,PARC CENTRAL RESIDENCES,"119 Tampines Street 86, 528513",528513
1145,PARC CENTROS,"84 Punggol Central, 828719",828719
1146,PARC ELEGANCE,"11 Telok Kurau Road, 423761",423761
1147,PARC GREENWICH,"33 Fernvale Lane, 797504",797504
1148,PARC HAVEN,"12 Lorong Limau, 328741",328741
1149,PARC LIFE,"29 Sembawang Crescent, 756982",756982
1150,PARC MONDRIAN,"21 Woodleigh Close, 357916",357916
1151,PARC OASIS,"35 Jurong East Avenue 1, 609774",609774
1152,PARC OLYMPIA,"56 Flora Drive, 506856",506856
1153,PARC REGENCY,"315 Pasir Panjang Road, 118652",118652
1154,PARC ROSEWOOD,"71 Rosewood Drive, 737783",737783
1155,PARC SEABREEZE,"532 Joo Chiat Road, 427711",427711
1156,PARC SOMME,"62 Somme Road, 207877",207877
1157,PARC STEVENS,"21 Stevens Drive, 257913",257913
1158,PARC VERA,"10 Hougang Street 32, 534037",534037
1159,PARC VISTA,"450 Corporation Road, 64981",649817
1160,PARK 1 SUITES,"8 Lorong 40 Geylang, 398054",398054
1161,PARK COLONIAL,"10 Woodleigh Lane, 357657",357657
1162,PARK COURT,"9 Lorong 101 Changi, 426641",426641
1163,PARK EAST,"69 Jalan Tua Kong, 457264",457264
1164,PARK GREEN,"2 Rivervale Link, 54504",545044
1165,PARK HOUSE,"21 Orchard Boulevard, 248645",248645
1166,PARK INFINIA AT WEE NAM,"2 Lincoln Road, 308342",308342
1167,PARK NATURA,"31 Bukit Batok East Avenue 6, 659763",659763
1168,PARK RESIDENCES @ KOVAN,"831 Upper Serangoon Road, 534679",534679
1169,PARK WEST,"2 Jalan Lempeng, 128793",128793
1170,PARKVIEW APARTMENTS,"5 Bukit Batok Street 25, 65888",658881
1171,PARKWAY APARTMENT,"13 Amber Road, 439863",439863
1172,PARKWAY VIEW,"39 Marine Parade, 449265",449265
1173,PARRY COURT,"35 Parry Avenue, 547261",547261
1174,PARVIS,"12 Holland Hill, 278743",278743
1175,PASIR PANJANG COURT,"21 Pasir Panjang Close, 118972",118972
1176,PASIR PANJANG LODGE,"390 Pasir Panjang Road, 118722",118722
1177,PASIR VIEW PARK,"200 Pasir Panjang Road, 118571",118571
1178,PASTORAL VIEW,"7 Bassein Road, 309837",309837
1179,PATENT PLACE,"17 Jalan Rajawali, 598434",598434
1180,PATERSON LINC,"20 Paterson Road, 238509",238509
1181,PATERSON RESIDENCE,"71 Paterson Road, 238543",238543
1182,PATERSON SUITES,"55 Paterson Road, 23855",238550
1183,PAVILION 11,"23 Akyab Road, 309978",309978
1184,PAVILION SQUARE,"345 Geylang Road, 389366",389366
1185,PAYA LEBAR RESIDENCES,"27 Paya Lebar Road, 409042",409042
1186,PEACH GARDEN,"1 Peach Garden, 437602",437602
1187,PEAK RESIDENCE,"333 Thomson Road, 307675",307675
1188,PEIRCE VIEW,"557 Upper Thomson Road, 574418",574418
1189,PENANG SERVICE APARTMENTS,"16 Lorong 34 Geylang, 398213",398213
1190,PENG'S COURT,"226 Tembeling Road, 423714",423714
1191,PENHAS ROAD,"1 Penhas Road, 208173",208173
1192,PEPPERMINT GROVE,"45 Newton Road, 307971",307971
1193,PEPYS HILL CONDOMINIUM,"19 Pepys Road, 11845",118450
1194,PERFECT TEN,"321 Bukit Timah Road, 259781",259781
1195,PERMAI RESIDENCES,"524 Kampong Bahru Road, 99455",99455
1196,PETAIN COURT,"2 Petain Road, 208085",208085
1197,PHOENIX HEIGHTS,"1 Phoenix Walk, 668105",668105
1198,PHOENIX RESIDENCES,"83 Phoenix Avenue, 668384",668384
1199,PIN MANSIONS,"18 Lim Ah Pin Road, 547837",547837
1200,PINE COURT,"28 Lorong L Telok Kurau, 425440",425440
1201,PINEHURST CONDOMINIUM,"132 Lorong L Telok Kurau, 425569",425569
1202,PINETREE CONDO,"28 Balmoral Park, 259856",259856
1203,PINEVALE,"2 Tampines Street 73, 528823",528823
1204,PINEWOOD GARDENS,"21 Balmoral Park, 25985",259850
1205,PINNACLE 16,"16 Shan Road, 328107",328107
1206,PLATINUM EDGE,"18 Leicester Road, 358847",358847
1207,POINT LOMA,"30 Shelford Road, 288423",288423
1208,PORTOFINO,"6 Sarkies Road, 258126",258126
1209,POSHGROVE EAST,"335 East Coast Road, 42896",428960
1210,PRESIDIO,"5 Ceylon Lane, 423472",423472
1211,PRESTIGE HEIGHTS,"348 Balestier Road, 329778",329778
1212,PRESTIGE LOFT,"286 Telok Kurau Road, 423911",423911
1213,PRESTIGE POINT,"398 Upper Paya Lebar Road, 534986",534986
1214,PRESTIGE RESIDENCE,"52 Lorong G Telok Kurau, 426235",426235
1215,PRESTO @ UPPER SERANGOON,"528 Upper Serangoon Road, 534543",534543
1216,PRIME RESIDENCE,"41 Lorong 22 Geylang, 398697",398697
1217,PRIMEDGE,"45 Lorong 34 Geylang, 398236",398236
1218,PRINCE APARTMENT,"34 Jalan Datoh, 329421",329421
1219,PRINCIPAL GARDEN,"91 Prince Charles Crescent, 159025",159025
1220,PRISTINE HEIGHTS,"77 Mergui Road, 219053",219053
1221,PROSPERO VILLE,"127 Lorong K Telok Kurau, 425766",425766
1222,PROVENCE RESIDENCE,"23 Canberra Crescent, 757078",757078
1223,PROXIMO,"27 Robin Road, 258204",258204
1224,Q BAY RESIDENCES,"1 Tampines Street 86, 528583",528583
1225,QUBE SUITES,"24 Jalan Punai, 418804",418804
1226,QUEENS,"10 Stirling Road, 148954",148954
1227,QUEENS PEAK,"1 Dundee Road, 149456",149456
1228,QUEENSBERRY LODGE,"11 Shanghai Road, 248185",248185
1229,QUEENSWAY SHOPPING CENTRE/QUEENSWAY TOWER,"1 Queensway, 149053",149053
1230,QUESTA @ DUNMAN,"543 Dunman Road, 439219",439219
1231,QUINTERRA,"359 Holland Road, 278636",278636
1232,R MAISON,"1 Sommerville Walk, 357699",357699
1233,R66 APARTMENTS,"136 Tessensohn Road, 217699",217699
1234,RACE COURSE LANE,"1 Race Course Lane, 21873",218730
1235,RADIX,"18 Jalan Wakaff, 428228",428228
1236,RAFFLESIA CONDOMINIUM,"31 Bishan Street 21, 5798",579800
1237,RAINBOW GARDENS,"61 Jalan Kelichap, 538181",538181
1238,RAMBAI COURT,"15 Rambai Road, 424334",424334
1239,RANGOON 88,"88 Rangoon Road, 218374",218374
1240,RANGOON APARTMENTS,"190 Rangoon Road, 218447",218447
1241,RANGOON COURT,"103 Rangoon Road, 218386",218386
1242,RANGOON ROAD,"55 Rangoon Road, 218347",218347
1243,RANGOON VIEW,"223 Rangoon Road, 21846",218460
1244,RE CHARGE @ 303,"303 River Valley Road, 238344",238344
1245,REFLECTIONS AT KEPPEL BAY,"1 Keppel Bay View, 98402",98402
1246,REGAL 35,"11 Lorong 35 Geylang, 387943",387943
1247,REGAL COURT,"17 Kim Keat Road, 328837",328837
1248,REGENCY LODGE,"17 Shanghai Road, 248191",248191
1249,REGENCY PARK,"3 Nathan Road, 248726",248726
1250,REGENCY SUITES,"38 Kim Tian Road, 169262",169262
1251,REGENT COURT,"1091 Serangoon Road, 32819",328190
1252,REGENT GROVE,"50 Choa Chu Kang North 7, 689527",689527
1253,REGENT HEIGHTS,"50 Bukit Batok East Avenue 5, 659801",659801
1254,REGENT PARK,"22 Jalan Lempeng, 128803",128803
1255,REGENT RESIDENCES,"1091 Serangoon Road, 32819",328190
1256,REGIS MANSIONS,"15 Jalan Rajawali, 598433",598433
1257,RESIDENCES 88,"88 Lorong Marican, 417297",417297
1258,RESIDENCES @ EVELYN,"17 Evelyn Road, 309306",309306
1259,RESIDENCES @ JANSEN,"29 Jansen Road, 548432",548432
1260,RESIDENCES @ KILLINEY,"147 Killiney Road, 239566",239566
1261,RESIDENCES @ SOMME,"3 Petain Road, 208108",208108
1262,RESIDENCES BOTANIQUE,"30 Yio Chu Kang Road, 54555",545550
1263,REZI 3TWO,"48 Lorong 32 Geylang, 398308",398308
1264,RHAPSODY ON MOUNT ELIZABETH,"16 Mount Elizabeth, 228513",228513
1265,RIA APARTMENTS,"1 Jalan Pasir Ria, 119462",119462
1266,RIA TOWNHOUSES,"117 Bedok Ria Crescent, 48993",489930
1267,RICCHEZZA,"94 Lorong M Telok Kurau, 425399",425399
1268,RICH EAST GARDEN,"300 Upper East Coast Road, 466438",466438
1269,RICH MANSION,"311 Bukit Timah Road, 259709",259709
1270,RICHMOND PARK,"3 Bideford Road, 22992",229920
1271,RIDGE COURT,"19 Meyappa Chettiar Road, 358459",358459
1272,RIDGEWOOD CONDOMINIUM,"1 Ridgewood Close, 276692",276692
1273,RIO VISTA,"10 Upper Serangoon View, 534198",534198
1274,RIPPLE BAY,"4 Pasir Ris Link, 51816",518184
1275,RIS GRANDEUR,"21 Elias Road, 519929",519929
1276,RISING COURT,"437 Joo Chiat Road, 42765",427650
1277,RISING SUITES,"4 Sarkies Road, 258124",258124
1278,RITZ MANSION,"346 Balestier Road, 329776",329776
1279,RITZ MANSIONS,"346 Balestier Road, 329776",329776
1280,RITZ REGENCY,"8 Ipoh Lane, 438611",438611
1281,RIVA LODGE,"36 Leonie Hill, 23923",239230
1282,RIVAGE,"4 Margate Road, 438044",438044
1283,RIVER ISLES,"60 Edgedale Plains, 828729",828729
1284,RIVER VALLEY APARTMENTS,"400 River Valley Road, 248296",248296
1285,RIVERBANK @ FERNVALE,"11 Fernvale Close, 797475",797475
1286,RIVERCOVE RESIDENCES,"20 Anchorvale Lane, 544584",544584
1287,RIVERDALE RESIDENCE,"346 River Valley Road, 238373",238373
1288,RIVERFRONT RESIDENCES,"41 Hougang Avenue 7, 533813",533813
1289,RIVERIA GARDENS,"8 River Valley Grove, 238406",238406
1290,RIVERPARC RESIDENCE,"90 Punggol Drive, 828794",828794
1291,RIVERSAILS,"24 Upper Serangoon Crescent, 534024",534024
1292,RIVERSHIRE,"31 Leonie Hill, 239229",239229
1293,RIVERSOUND RESIDENCE,"5 Sengkang East Avenue, 54474",544813
1294,RIVERTREES RESIDENCES,"21 Fernvale Close, 79746",797464
1295,RIVERVALE CREST,"5 Rivervale Crescent, 545084",545084
1296,RIVERVALE SHORES,"170 Sengkang East Drive, 54017",541172
1297,RIVIERA RESIDENCES,"9 Riviera Drive, 467202",467202
1298,RIZ HAVEN,"193 Jalan Loyang Besar, 506928",506928
1299,ROBERTSON EDGE,"18 Tong Watt Road, 23801",238010
1300,ROBIN REGALIA,"35 Robin Road, 25821",258210
1301,ROBIN RESIDENCES,"1 Robin Drive, 258261",258261
