Index,Condo Name,Address
1332,ROSE VILLE,"2 Rose Lane,  Singapore"
1333,ROSELANE COURT,"6 Rose Lane,  Singapore"
1334,ROSEVALE,"32 Lincoln Road,  Singapore"
1335,ROSEWOOD,"1 Rosewood Drive,  Singapore"
1336,ROSEWOOD SUITES,"61 Rosewood Drive,  Singapore"
1337,ROSYTH LODGE,"5 Rosyth Road,  Singapore"
1338,ROSYTH RESIDENCE,37 Rosyth Road Singapore
1339,ROSYTH VILLE,"3 Rosyth Road,  Singapore"
1340,ROYAL COURT,"3 Jalan Rajawali,  Singapore"
1341,ROYAL PALM MANSIONS,"330 Pasir Panjang Road,  Singapore"
1342,ROYALE MANSIONS,"5 Pulasan Road,  Singapore"
1343,ROYCE RESIDENCES,"8 Lorong 6 Geylang,  Singapore"
1344,RV EDGE,"2 Shanghai Road,  Singapore"
1345,RV RESIDENCES,"461 River Valley Road,  Singapore"
1346,RV SUITES,"396 River Valley Road,  Singapore"
1347,RYMDEN 77,"77 Lorong H Telok Kurau,  Singapore"
1348,SAI HO BUILDING,"777 Upper Serangoon Road,  Singapore"
1349,SALLIM LODGE,"20 Sallim Road,  Singapore"
1350,SAM KIANG MANSIONS,"23 Saint Thomas Walk,  Singapore"
1351,SAM LEONG MANSION,"21 Sam Leong Road,  Singapore"
1352,SANCTUARY @ 813,"813 Upper Serangoon Road,  Singapore"
1354,SANDY EIGHT,"8 Sandy Lane,  Singapore"
1355,SANDY PALM,"163 Jalan Loyang Besar,  Singapore"
1356,SAPPHIRE COURT,"62 Lorong K Telok Kurau,  Singapore"
1357,SARHAD VILLE,"45 Lorong Sarhad,  Singapore"
1358,SARKIES GARDENS,"7 Sarkies Road,  Singapore"
1359,SARKIES GREEN,"10 Sarkies Road,  Singapore"
1360,SARKIES MANSIONS,"9 Sarkies Road,  Singapore"
1361,SAVANNAH CONDOPARK,"31 Simei Rise,  Singapore"
1362,SCENIC HEIGHTS,"245 Balestier Road,  Singapore"
1363,SCK VILLE,"2 Haig Avenue, Singapore"
1364,SCOTTS 28,"28 Scotts Road,  Singapore"
1365,SCULPTURA ARDMORE,"8 Ardmore Park,  Singapore"
1366,SEA AVENUE MANSIONS,"24 Sea Avenue,  Singapore"
1367,SEA AVENUE RESIDENCES,"11 Sea Avenue,  Singapore"
1368,SEA ESTA,"26 Pasir Ris Link,  Singapore"
1369,SEA HORIZON,"1 Pasir Ris Rise, Singapore"
1370,SEAHILL,"93 West Coast Crescent,  Singapore"
1371,SEASCAPE,"55 Cove Way, Singapore"
1372,SEASONS PARK,"491 Yio Chu Kang Road,  Singapore"
1373,SEASONS VIEW,"5 Pemimpin Drive,  Singapore"
1374,SEASTRAND,"11 Pasir Ris Link, Singapore"
1375,SEASUITES,"252 Pasir Panjang Road,  Singapore"
1376,SEAVIEW POINT,"15 Amber Road,  Singapore"
1377,SELANTING GREEN,"1 Jalan Selanting,  Singapore"
1378,SELEGIE COURT,"145 Selegie Road,  Singapore"
1379,SELETAR PARK RESIDENCE,"17 Seletar Road,  Singapore"
1380,SELETAR SPRINGS CONDOMINIUM,"100 Gerald Drive,  Singapore"
1381,SELETARIS,"501 Sembawang Road,  Singapore"
1382,SEMBAWANG COTTAGE,"369 Sembawang Road,  Singapore"
1383,SEMBAWANG GARDEN ARCADE,"1 Sembong Road,  Singapore"
1384,SERAYA 9,"9 Seraya Lane,  Singapore"
1385,SERAYA BREEZE,"3 Seraya Road,  Singapore"
1386,SERAYA COURT,"10 Seraya Lane,  Singapore"
1387,SERAYA LODGE,"21 Seraya Road,  Singapore"
1388,SERAYA VILLE,"11 Seraya Lane,  Singapore"
1389,SERENITY BREEZE,"98 Lorong J Telok Kurau,  Singapore"
1390,SETIA RESIDENCES,"11 Evelyn Road,  Singapore"
1391,SEVEN PALMS SENTOSA COVE,"153 Cove Drive, Singapore"
1392,SEVENTY SAINT PATRICK'S,"70 St. Patricks Road,  Singapore"
1393,SHAN GATE,"2 Shan Road,  Singapore"
1394,SHANGHAI LODGE,"38 Shanghai Road,  Singapore"
1395,SHANGHAI ONE,"1 Shanghai Road, Singapore"
1396,SHANGHAI ROAD,"7 Shanghai Road,  Singapore"
1397,SHAW PLAZA - TWIN HEIGHTS,"350 Balestier Road,  Singapore"
1398,SHEARES VILLE,"9 Holt Road,  Singapore"
1399,SHEBA LODGE,"28 Carpmael Road,  Singapore"
1400,SHELFORD COURT,"23 Shelford Road,  Singapore"
1401,SHELFORD GREEN,"9 Shelford Road,  Singapore"
1402,SHELFORD MANSIONS,"27 Shelford Road,  Singapore"
1403,SHELFORD REGENCY,"65 Shelford Road,  Singapore"
1404,SHELFORD VIEW,"26 Shelford Road, Singapore"
1405,SHERIDAN COURT,"80 Lorong N Telok Kurau, Singapore"
1406,SHERWOOD CONDOMINIUM,"169 Jalan Jurong Kechil,  Singapore"
1407,SHIRO,"38 Lorong H Telok Kurau,  Singapore"
1408,SHREWSBURY ROAD,"2 Shrewsbury Road,  Singapore"
1409,SIGLAP COURT,"8 Siglap Road,  Singapore"
1410,SIGLAP LODGE,"95 Upper East Coast Road,  Singapore"
1411,SIGLAP V,"2 First Street,  Singapore"
1412,SIGNATURE AT LEWIS,"1 Lewis Road,  Singapore"
1413,SIGNATURE AT YISHUN,"29 Yishun Street 51,  Singapore"
1414,SIGNATURE CREST,"9 Gray Lane,  Singapore"
1415,SIGNATURE RESIDENCE,"11 Green Lane,  Singapore"
1416,SILAHIS APARTMENTS,"121 Lorong K Telok Kurau,  Singapore"
1417,SILVERSCAPE,"39 Lorong 32 Geylang,  Singapore"
1418,SILVERSEA,"46 Marine Parade Road,  Singapore"
1419,SIMEI GREEN CONDOMINIUM,"1 Simei Street 4,  Singapore"
1420,SIMON PLAZA,"2 Kovan Road,  Singapore"
1421,SIMS AVENUE,"24 Sims Avenue,  Singapore"
1422,SIMS DORADO,"11 Lorong 39 Geylang,  Singapore"
1423,SIMS EDGE,"1 Geylang East Avenue 2, Singapore"
1424,SIMS GREEN,"7 Lorong 27a Geylang,  Singapore"
1425,SIMS MEADOWS,"8 Lorong 33 Geylang,  Singapore"
1426,SIMS POINT,"4 Lorong 19 Geylang,  Singapore"
1427,SIMS RESIDENCES,"8 Lorong 39 Geylang,  Singapore"
1428,SIMS URBAN OASIS,"2 Sims Drive,  Singapore"
1429,SIMSVILLE,"2 Geylang East Avenue 2,  Singapore"
1430,SIN MING PLAZA,"2 Sin Ming Road,  Singapore"
1431,SING LIAN BUILDING,"386 Changi Road,  Singapore"
1432,SINGA COURT,"31 Jalan Singa,  Singapore"
1433,SINGA HILLS,"33 Jalan Singa,  Singapore"
1434,SIXTEEN35 RESIDENCES,"16 Lorong 35 Geylang,  Singapore"
1435,SIXTH AVENUE CENTRE,"805 Bukit Timah Road,  Singapore"
1436,SIXTH AVENUE VILLE,"43 Sixth Avenue,  Singapore"
1437,SKIES MILTONIA,"3 Miltonia Close,  Singapore"
1438,SKT MANSIONS,"38 Lorong 25 Geylang,  Singapore"
1439,SKY @ ELEVEN,"5 Thomson Lane,  Singapore"
1440,SKY GREEN,"568 Macpherson Road,  Singapore"
1441,SKY HABITAT,"7 Bishan Street 15,  Singapore"
1442,SKY VUE,"1 Bishan Street 15, Singapore"
1443,SKYLINE 360 @ ST THOMAS WALK,"70 St. Thomas Walk,  Singapore"
1444,SKYLINE @ ORCHARD BOULEVARD,"23 Angullia Park,  Singapore"
1445,SKYLINE RESIDENCES,"610 Telok Blangah Road,  Singapore"
1446,SKYPARK,"22 Saint Thomas Walk,  Singapore"
1447,SKYPARK RESIDENCES,"19 Sembawang Crescent,  Singapore"
1448,SKYSUITES 17,"17 Jalan Rajah,  Singapore"
1449,SMAILING COURT,"52 Lorong Mydin,  Singapore"
1450,SMART SUITES,"302 Sims Avenue,  Singapore"
1451,SOL ACRES,"8 Choa Chu Kang Grove,  Singapore"
1452,SOMMERVILLE GRANDEUR,"1 Farrer Drive,  Singapore"
1453,SOMMERVILLE LOFT,"7 Sommerville Walk,  Singapore"
1454,SOMMERVILLE PARK,"15 Sommerville Estate Road,  Singapore"
1455,SOMMERVILLE REGENCY,"22 Lorong Selangat,  Singapore"
1456,SONG LANG GREEN,"48 Koon Seng Road,  Singapore"
1459,SPACE @ KOVAN,"9 Yio Chu Kang Road,  Singapore"
1460,SPANISH VILLAGE,"56 Farrer Road,  Singapore"
1461,SPAZIO @ KOVAN,"767 Upper Serangoon Road,  Singapore"
1462,SPOTTISWOODE 18,"18 Spottiswoode Park Road, Singapore"
1463,SPOTTISWOODE RESIDENCES,48 Spottiswoode Park Road Singapore
1464,SPOTTISWOODE SUITES,"16 Spottiswoode Park Road, Singapore"
1465,SPRING @ KATONG,"18 Ceylon Road,  Singapore"
1466,SPRING @ LANGSAT,"5 Langsat Road,  Singapore"
1467,SPRING GARDENS,"141 Haig Road,  Singapore"
1468,SPRING GROVE,"53 Grange Road,  Singapore"
1469,SPRING MANSION,"574 Balestier Road,  Singapore"
1470,SPRING RESIDENCES,"25 Ewe Boon Road,  Singapore"
1471,SPRINGVALE,"907 East Coast Road,  Singapore"
1472,SPRINGWELL MANSIONS,"19 Jalan Haji Salam,  Singapore"
1473,ST FRANCIS COURT,"90 Saint Francis Road,  Singapore"
1474,ST PATRICK'S LOFT,"41 St. Patricks Road,  Singapore"
1475,ST PATRICK'S RESIDENCES,"60 St. Patricks Road,  Singapore"
1476,ST THOMAS COURT,"40 St. Thomas Walk, Singapore"
1477,ST THOMAS SUITES,"33 St. Thomas Walk,  Singapore"
1478,ST. FRANCIS LODGE,"98 St. Francis Road,  Singapore"
1479,ST. MARTIN RESIDENCE,"2 St. Martins Drive,  Singapore"
1480,ST. THOMAS VILLE,"38 St. Thomas Walk,  Singapore"
1481,STADIA,"27 Yio Chu Kang Road,  Singapore"
1482,STARLIGHT SUITES,"11 River Valley Close,  Singapore"
1483,STARPOINT,"319 Pasir Panjang Road,  Singapore"
1484,STARS OF KOVAN,"984 Upper Serangoon Road,  Singapore"
1485,STARVILLE,"60 Lengkong Tiga,  Singapore"
1486,STELLAR RV,"408 River Valley Road,  Singapore"
1487,STEVENS COURT,"88 Stevens Road,  Singapore"
1488,STEVENS LOFT,"6 Stevens Drive,  Singapore"
1489,STEVENS ROAD,"1 Stevens Road,  Singapore"
1490,STEVENS SUITES,"2 Stevens Close, Singapore"
1491,STILL 123,"123 Langsat Road,  Singapore"
1492,STILL MANSIONS,"2 Still Road, Singapore"
1493,STILLZ RESIDENCE,"21 Lorong 108 Changi,  Singapore"
1494,STRAITS MANSIONS,"26 Sea Avenue,  Singapore"
1495,STRAITS RESIDENCES,"156 Joo Chiat Place,  Singapore"
1496,STRATA,"1 Essex Road,  Singapore"
1497,STRATUM,"80 Elias Road,  Singapore"
1498,STUDIO 3,"28 Shanghai Road,  Singapore"
1499,STUDIO8,"8 Jalan Ayer,  Singapore"
1500,STUDIOS @ MARNE,"2 Marne Road,  Singapore"
1501,STUDIOS@TEMBELING,"233 Tembeling Road,  Singapore"
1502,STURDEE RESIDENCES,"10 Beatty Road,  Singapore"
1503,STURDEE VIEW,"60 Sturdee Road North,  Singapore"
1504,SUFFOLK PREMIER,"3 Suffolk Road,  Singapore"
1505,SUI GENERIS,"19 Balmoral Crescent,  Singapore"
1506,SUITES 123,"123 Rangoon Road,  Singapore"
1507,SUITES @ AMBER,"30 Amber Road,  Singapore"
1508,SUITES @ BRADDELL,"56 Braddell Road,  Singapore"
1509,SUITES @ CHANGI,"226 Changi Road,  Singapore"
1510,SUITES @ EASTCOAST,"171 Upper East Coast Road,  Singapore"
1511,SUITES @ EUNOS,"1 Jalan Yasin,  Singapore"
1512,SUITES @ GUILLEMARD,"70 Lim Ah Woo Road,  Singapore"
1513,SUITES @ KATONG,"263 Tanjong Katong Road, Singapore"
1514,SUITES @ KOVAN,"981 Upper Serangoon Road,  Singapore"
1515,SUITES @ NEWTON,"1 Surrey Road, Singapore"
1516,SUITES @ OWEN,"122 Owen Road,  Singapore"
1517,SUITES @ PAYA LEBAR,"420 Upper Paya Lebar Road,  Singapore"
1518,SUITES @ SHREWSBURY,"84 Shrewsbury Road,  Singapore"
1519,SUITES @ SIMS,"468 Sims Avenue,  Singapore"
1520,SUITES @ SURREY,"6 Surrey Road,  Singapore"
1522,SUITES AT BUKIT TIMAH,"68 Jalan Jurong Kechil, Singapore"
1523,SUITES TWENTY-TWO,"25 Lorong G Telok Kurau,  Singapore"
1524,SUITES@BRADDELL,"56 Braddell Road,  Singapore"
1525,SUMMER GREEN,"11 Boon Teck Road,  Singapore"
1526,SUMMER SCENT,"11 Kang Choo Bin Road,  Singapore"
1527,SUMMERDALE,"2 Boon Lay Drive,  Singapore"
1528,SUN COURT,"21 Lorong Kilat,  Singapore"
1529,SUN PLAZA,"30 Sembawang Drive,  Singapore"
1530,SUNBIRD VIEW,"183 Sunbird Road, Singapore"
1531,SUNDANCE SUITES,"12 Duku Place,  Singapore"
1532,SUNDANCE VISTA,"111 Koon Seng Road,  Singapore"
1533,SUNFLOWER COURT,"30 Lorong 6 Geylang,  Singapore"
1534,SUNFLOWER GRANDEUR,"31 Lorong 39 Geylang,  Singapore"
1535,SUNFLOWER LODGE,"9 Lorong 34 Geylang,  Singapore"
1536,SUNFLOWER MANSIONS,"17 Lorong 26 Geylang,  Singapore"
1537,SUNFLOWER REGENCY,"37 Lorong 20 Geylang,  Singapore"
1538,SUNFLOWER RESIDENCE,"45 Lorong 32 Geylang,  Singapore"
1539,SUNFLOWER VIEW,"30 Lorong 36 Geylang,  Singapore"
1540,SUNGEI TENGAH LODGE,"516 Old Choa Chu Kang Road,  Singapore"
1541,SUNGLADE,"1 Serangoon Avenue 2, Singapore"
1542,SUNHAVEN,"781 Upper Changi Road East,  Singapore"
1543,SUNNY LODGE,"6 Lorong Salleh,  Singapore"
1544,SUNNY PALMS,"65 Lorong G Telok Kurau,  Singapore"
1545,SUNNY PARC,"128 Lorong K Telok Kurau,  Singapore"
1546,SUNNYVALE RESIDENCES,"132 Lorong K Telok Kurau, Singapore"
1547,SUNRISE GARDENS,"51 Sunrise Avenue,  Singapore"
1548,SUNSET LODGE,"7 Sunset Close,  Singapore"
1549,SUNSHINE GRANDEUR,"63 Lorong K Telok Kurau,  Singapore"
1550,SUNSHINE GROVE,"2 Jalan Labu Merah,  Singapore"
1551,SUNSHINE LODGE,"510 Upper Serangoon Road, Singapore"
1552,SUNSHINE LOFT,2 Lorong L Telok Kurau Singapore
1553,SUNSHINE MANSIONS,"289 Joo Chiat Place, Singapore"
1554,SUNSHINE REGENCY,"11 Rambai Road,  Singapore"
1555,SUNSHINE RESIDENCE,"61 Lorong K Telok Kurau,  Singapore"
1556,SUTTON PLACE,"26 Farrer Road, Singapore"
1557,SYCAMORE TREE,"2 Fowlie Road,  Singapore"
1558,SYLVAN LODGE,"143 Holland Road,  Singapore"
1559,SYMPHONY SUITES,"1 Yishun Close,  Singapore"
1560,TAIPAN GRAND,"501 Marine Parade Road,  Singapore"
1561,TAIPAN JADE,"1 Rose Lane,  Singapore"
1562,TAIPAN REGENCY,"161 Haig Road,  Singapore"
1563,TAN TONG MENG TOWER,"370 Thomson Road,  Singapore"
1564,TANAH MERAH MANSION,"137 Tanah Merah Kechil Road South,  Singapore"
1565,TANAMERA CREST,"6 Pari Dedap Walk, Singapore"
1566,TANGERINE GROVE,"3 Paya Lebar Crescent,  Singapore"
1567,TANGLIN HILL CONDOMINIUM,"2 Tanglin Walk,  Singapore"
1568,TANGLIN HILL MEADOWS,"1 Tanglin Hill,  Singapore"
1569,TANGLIN PARK,"1 Ridley Park,  Singapore"
1570,TANGLIN REGENCY,"381 Tanglin Road,  Singapore"
1571,TANGLIN RESIDENCES,"23 Saint Martin's Drive,  Singapore"
1572,TANGLIN VIEW,"150 Prince Charles Crescent,  Singapore"
1573,TELOK BLANGAH HOUSE,"52 Telok Blangah Road, Singapore"
1574,TELOK KURAU LODGE,"57 Lorong H Telok Kurau,  Singapore"
1575,TELOK KURAU MANSION,"38 Lorong L Telok Kurau,  Singapore"
1576,TELOK KURAU VIEW,"70 Lorong K Telok Kurau,  Singapore"
1577,TELOK MANSION,"233 Telok Kurau Road,  Singapore"
1578,TEMBELINA,"184 Tembeling Road,  Singapore"
1579,TEMBELING CENTRE,"252 Tembeling Road,  Singapore"
1580,TEMBELING COURT,"86 Tembeling Road,  Singapore"
1581,TEMBELING GROVE,"238 Tembeling Road,  Singapore"
1582,TEMBELING LODGE,"196 Tembeling Road,  Singapore"
1583,TEMBELING MANSIONS,"230 Tembeling Road,  Singapore"
1584,TEMBELING RESIDENCE,"246 Tembeling Road,  Singapore"
1585,TEN @ SUFFOLK,"10 Suffolk Road,  Singapore"
1586,TERESA VILLE,"1001 Lower Delta Road, Singapore"
1587,TERRACE VIEW,"362 Onan Road,  Singapore"
1588,TERRASSE,"21 Terrasse Lane,  Singapore"
1589,TERRENE AT BUKIT TIMAH,"111 Jalan Jurong Kechil,  Singapore"
1590,TESSA LODGE,"831 Mountbatten Road,  Singapore"
1591,TEXTILE CENTRE,"200 Jalan Sultan,  Singapore"
1592,TG MANSION,"87 Lorong H Telok Kurau,  Singapore"
1593,THE ABODE AT DEVONSHIRE,"9 Devonshire Road,  Singapore"
1594,THE ACACIAS,"21 Sommerville Road,  Singapore"
1595,THE ADARA,"9 Chapel Road,  Singapore"
1596,THE ALCOVE,"10 Lorong 27 Geylang,  Singapore"
1597,THE AMARELLE,"49 Lim Ah Woo Road,  Singapore"
1598,THE AMBRA,"97 Lorong H Telok Kurau,  Singapore"
1599,THE AMBROSIA,"106 Lorong N Telok Kurau,  Singapore"
1600,THE AMERALD STUDIO,"1 Seraya Lane,  Singapore"
1601,THE AMERY,"16 Lorong K Telok Kurau,  Singapore"
1602,THE AMORE,"55 Edgedale Plains,  Singapore"
1603,THE AMSTON,"130 Hillview Avenue,  Singapore"
1604,THE ANSLEY,"33 Mandalay Road,  Singapore"
1605,THE ARC AT DRAYCOTT,"5 Draycott Drive, Singapore"
1606,THE ARCADIA,"235 Arcadia Road,  Singapore"
1607,THE ARIEL,"31 Lorong 105 Changi,  Singapore"
1608,THE ARMADALE,"60 Gilstead Road,  Singapore"
1609,THE ARTE,"21 Jalan Raja Udang,  Singapore"
1610,THE ASTERIA,"9 Martia Road,  Singapore"
1611,THE ASTON,"2 Kay Poh Road,  Singapore"
1612,THE ATELIER,"2 Makeway Avenue,  Singapore"
1613,THE ATRIA AT MEYER,"61 Meyer Road,  Singapore"
1614,THE AXIS,"47 Mandalay Road,  Singapore"
1615,THE AZURE,"203 Ocean Drive, Singapore"
1616,THE AZZURO,"113 Lorong H Telok Kurau, Singapore"
1617,THE BALE,"8 Lorong H Telok Kurau,  Singapore"
1618,THE BALMORAL,"14 Balmoral Park,  Singapore"
1619,THE BALMORAL SPRING,"3 Balmoral Crescent,  Singapore"
1620,THE BAYRON,"49 Saint Thomas Walk, Singapore"
1621,THE BAYSHORE,"22 Bayshore Road, Singapore"
1622,THE BEACON,"130 Cantonment Road, Singapore"
1623,THE BEACON EDGE,"250 Tembeling Road,  Singapore"
1624,THE BEAUMONT,"145 Devonshire Road,  Singapore"
1625,THE BECCAGAYLE,"15 Lorong N Telok Kurau,  Singapore"
1626,THE BELLEFORTE,"4 Ah Hood Road,  Singapore"
1627,THE BELMONT,"1 Belmont Road,  Singapore"
1628,THE BELVEDERE,"51 Meyer Road,  Singapore"
1629,THE BENTLY RESIDENCES @ KOVAN,"28 Kovan Road,  Singapore"
1630,THE BEVERLY,"45 Toh Tuck Road, Singapore"
1631,THE BOTANIC ON LLOYD,"25 Lloyd Road,  Singapore"
1632,THE BOULEVARD RESIDENCE,"6 Cuscaden Walk,  Singapore"
1633,THE BOUTIQ,"145 Killiney Road,  Singapore"
1634,THE BROOKS I,"60 Springside Walk, Singapore"
1635,THE BROWNSTONE,"160 Canberra Drive,  Singapore"
1637,THE CALLISTA,"22 Mar Thoma Road,  Singapore"
1638,THE CALROSE,"511 Yio Chu Kang Road,  Singapore"
1639,THE CALYPSO,"500 Upper East Coast Road, Singapore"
1640,THE CANOPY,"71 Yishun Avenue 11,  Singapore"
1641,THE CAPE,"25 Amber Road,  Singapore"
1642,THE CAPRI,"78 Stevens Road,  Singapore"
1643,THE CARPMAELINA,"48 Carpmael Road,  Singapore"
1644,THE CASCADIA,"921 Bukit Timah Road,  Singapore"
1645,THE CASSANDRA,"132 Pasir Panjang Road,  Singapore"
1646,THE CENTREN,"1 Lorong 27 Geylang,  Singapore"
1647,THE CENTRIO,"53 Irrawaddy Road,  Singapore"
1648,THE CENTRIS,"65 Jurong West Central 3,  Singapore"
1649,THE CHAMPAGNE,"380 Changi Road,  Singapore"
1650,THE CHUAN,"31 Lorong Chuan, Singapore"
1651,THE CITRINE,"18 Jalan Datoh,  Singapore"
1652,THE CITRON RESIDENCES,"1 Marne Road, Singapore"
1653,THE CLAYMORE,"25 Claymore Road,  Singapore"
1654,THE CLAYTON,"36 Ewe Boon Road,  Singapore"
1655,THE CLEARWATER,"2 Bedok Reservoir View,  Singapore"
1656,THE CLEMENT CANOPY,"16 Clementi Avenue 1, Singapore"
1658,THE CLYDESWOOD,"2 Daisy Road,  Singapore"
1659,THE COAST AT SENTOSA COVE,"276 Ocean Drive, Singapore"
1660,THE COLONNADE,"82 Grange Road,  Singapore"
1661,THE COMMODORE,"65 Canberra Drive,  Singapore"
1662,THE CORNWALL,"2 Cornwall Gardens,  Singapore"
1664,THE COTERIE @ HOLLAND,"72 Holland Road, Singapore"
1665,THE COTZ,"171 Telok Kurau Road,  Singapore"
1666,THE COURTYARD,"6 Lim Ah Pin Road,  Singapore"
1667,THE CREEK @ BUKIT,"17 Toh Tuck Road,  Singapore"
1668,THE CREST,"101 Prince Charles Crescent,  Singapore"
1669,THE CRISTALLO,"70 Lorong K Telok Kurau,  Singapore"
1670,THE CRITERION,"7 Yishun Street 51,  Singapore"
1671,THE DAFFODIL,"568 Upper East Coast Road,  Singapore"
1672,THE DAIRY FARM,"3 Dairy Farm Road,  Singapore"
1673,THE DEW,"30 Bukit Batok Street 21,  Singapore"
1674,THE DRAYCOTT,"34 Draycott Park,  Singapore"
1675,THE EASTSIDE,"507 Joo Chiat Road,  Singapore"
1676,THE EBONY,"35 Lorong Marican,  Singapore"
1677,THE EDEN AT TAMPINES,"21 Tampines Street 34,  Singapore"
1678,THE EDGE ON CAIRNHILL,"130 Cairnhill Road,  Singapore"
1679,THE EDGEWATER,"211 Jalan Loyang Besar,  Singapore"
1680,THE ELEGANCE @ CHANGI,"30 Lorong 107 Changi,  Singapore"
1681,THE ELEMENT @ STEVENS,"72 Stevens Road,  Singapore"
1682,THE ELYSIA,"6 Mar Thoma Road,  Singapore"
1683,THE EQUATORIAL,"151 Stevens Road,  Singapore"
1684,THE ESPARIS,"7 Pasir Ris Drive 4,  Singapore"
1685,THE ESPIRA,"128 Lorong L Telok Kurau,  Singapore"
1686,THE ESTA,"35 Amber Gardens,  Singapore"
1687,THE ESTIVA,"313 Pasir Panjang Road,  Singapore"
1688,THE ESTRELLA,"342 Pasir Panjang Road,  Singapore"
1689,THE ESTUARY,"85 Yishun Avenue 1,  Singapore"
1690,THE FERNHILL,"1 Fernhill Road,  Singapore"
1691,THE FLORAVALE,"218 Westwood Avenue,  Singapore"
1692,THE FLORENTINE,"68 Florence Road,  Singapore"
1693,THE FLORIDA,"78 Hougang Avenue 7, Singapore"
1694,THE FOLIAGE,"370 Pasir Panjang Road,  Singapore"
1695,THE FORD @ HOLLAND,"1 Ford Avenue,  Singapore"
1696,THE FORESTA @ MOUNT FABER,"100 Wishart Road, Singapore"
1697,THE GALE,"64 Flora Road,  Singapore"
1698,THE GARDEN RESIDENCES,"1 Serangoon North View,  Singapore"
1699,THE GARDENS AT BISHAN,"1 Sin Ming Walk,  Singapore"
1700,THE GERANIUM,"33 Mangis Road,  Singapore"
1701,THE GLACIER,"260 Joo Chiat Place,  Singapore"
1702,THE GLADES,"12 Bedok Rise,  Singapore"
1703,THE GLENCAIRD RESIDENCES,"11 White House Park, Singapore"
1704,THE GLYNDEBOURNE,"38 Trevose Crescent,  Singapore"
1705,THE GRANDHILL,"39 Pasir Panjang Hill, Singapore"
1706,THE GRANDIFLORA,"121 Lorong L Telok Kurau,  Singapore"
1707,THE GRANGE,"1 Grange Garden,  Singapore"
1708,THE GREENWICH,"3 Seletar Road,  Singapore"
1709,THE HACIENDA,"1 Hacienda Grove,  Singapore"
1710,THE HELICONIA,"30 Jalan Daud,  Singapore"
1711,THE HERMITAGE,"2 Sarkies Road,  Singapore"
1712,THE HILLFORD,"178 Jalan Jurong Kechil, Singapore"
1713,THE HOLLAND COLLECTION,"53 Holland Road,  Singapore"
1714,THE HORIZON,"1 Holt Road,  Singapore"
1715,THE INFLORA,"59 Flora Drive,  Singapore"
1716,THE INTERWEAVE,"21 Kim Keat Road,  Singapore"
1717,THE JADE,"9 Bukit Batok Central Link,  Singapore"
1718,THE JOVELL,"19 Flora Drive, Singapore"
1719,THE LADYHILL,"1 Lady Hill Road, Singapore"
1720,THE LAKEFRONT RESIDENCES,"48 Lakeside Drive,  Singapore"
1721,THE LAKESHORE,"29 Jurong West Street 41,  Singapore"
1722,THE LANAI,140 Hillview Avenue Singapore
1723,THE LAURELS,"38 Cairnhill Road,  Singapore"
1724,THE LEGACY,"455 Bukit Timah Road, Singapore"
1725,THE LEGEND,"361 Bukit Timah Road,  Singapore"
1726,THE LENOX,"396 Changi Road,  Singapore"
1727,THE LEVELZ,"38 Farrer Road,  Singapore"
1728,THE LILIUM,"25 How Sun Road,  Singapore"
1729,THE LINC,"7 Lincoln Road,  Singapore"
1730,THE LINCOLN MODERN,"20 Lincoln Road,  Singapore"
1731,THE LINCOLN RESIDENCES,"28 Surrey Road,  Singapore"
1732,THE LINE @ TANJONG RHU,"6 Tanjong Rhu Road,  Singapore"
1733,THE LINEAR,"880 Upper Bukit Timah Road,  Singapore"
1734,THE LOFT,"22 Nassim Hill,  Singapore"
1735,THE LUCENT,"99 Lorong N Telok Kurau,  Singapore"
1736,THE LUMOS,"9 Leonie Hill, Singapore"
1737,THE LUXE,"6 Handy Road,  Singapore"
1738,THE LUXURIE,"11 Compassvale Road,  Singapore"
1739,THE MADEIRA,"50 Bukit Batok Street 31,  Singapore"
1740,THE MAKENA,"121 Meyer Road,  Singapore"
1741,THE MARBELLA,"29 Mount Sinai Rise,  Singapore"
1742,THE MARQ ON PATERSON HILL,"8 Paterson Hill,  Singapore"
1743,THE MARQUE @ IRRAWADDY,"8 Shan Road,  Singapore"
1744,THE MAYFAIR,"1 Jurong East Street 32,  Singapore"
1745,THE MEDLEY,"66 Lorong G Telok Kurau,  Singapore"
1746,THE MERASAGA,"23 Jalan Merah Saga,  Singapore"
1747,THE MERCURY,"38 Shanghai Road,  Singapore"
1748,THE MERLOT,"101 Keng Lee Road,  Singapore"
1749,THE METROPOLITAN,"6 Alexandra View,  Singapore"
1750,THE METZ,"83 Devonshire Road,  Singapore"
1751,THE MEYERISE,"97 Meyer Road,  Singapore"
1752,THE MEZZO,"205 Balestier Road,  Singapore"
1753,THE MIDAS,"20 Lorong 30 Geylang,  Singapore"
1754,THE MILTONIA RESIDENCES,"520 Miltonia Close,  Singapore"
1755,THE MINT RESIDENCES,"178 Joo Chiat Terrace,  Singapore"
1756,THE MKZ,"131 Mackenzie Road,  Singapore"
1757,THE MONTAGE,"50 Lorong M Telok Kurau,  Singapore"
1758,THE MONTANA,"8 Jalan Mutiara,  Singapore"
1759,THE MORNING GLORY,"24 Sirat Road,  Singapore"
1760,THE MORNINGSIDE,"1 Jalan Kuala,  Singapore"
1761,THE NAUTICAL,"91 Jalan Sendudok,  Singapore"
